ID,Prediction
1,0.21186241964203878
2,0.02788444837642217
3,0.09879323913912699
4,0.09860919698960444
5,0.14582577576812952
6,0.165734891988735
7,0.14498656259086717
8,0.1728433297886984
9,0.27756514496236434
10,0.328173993331653
11,0.2905834061856926
12,0.08262620094338986
13,0.07944866399366526
14,0.04099128580407248
15,0.19228706517605082
16,0.12506809270640057
17,0.16457050239782514
18,0.20188143819675192
19,0.22935407538769195
20,0.1930118403586158
21,0.09129267663247327
22,0.19094434196854215
23,0.029968216099966128
24,0.17400106001342322
25,0.11661866865566704
26,0.3341933514196053
27,0.023124163638654886
28,0.3151453531459322
29,0.24072144581171884
30,0.1685233391388949
31,0.1936145303213428
32,0.22790072413724585
33,0.22571116062292654
34,0.2012646167647417
35,0.10937386850549469
36,0.291929971831359
37,0.14413399285924564
38,0.2295772188319282
39,0.2341060578652988
40,0.13883117416204313
41,0.04429499953787715
42,0.09454477378325878
43,0.10194518457587266
44,0.1445564787483269
45,0.15470699955505754
46,0.10609809794538
47,0.10549349423893173
48,0.029035498268234886
49,0.16978308871654527
50,0.20106913682407415
51,0.05005271980948471
52,0.128651693207145
53,0.2122152716048866
54,0.2100266668798973
55,0.2053662958867067
56,0.2868384824663138
57,0.15516192410681728
58,0.05389018420593332
59,0.2163826930815528
60,0.16905832835055323
61,0.09792351400032219
62,0.3804409912911752
63,0.2341060553327375
64,0.12880424701514895
65,0.2867392992112221
66,0.12897592455983747
67,0.24502151690420543
68,0.25265625448018164
69,0.29763845011961565
70,0.2004530782858559
71,0.07501519878068201
72,0.17259443008599748
73,0.217672932683135
74,0.05386444140933351
75,0.09082970023209713
76,0.32798038498444054
77,0.16498340183725593
78,0.1487458312538432
79,0.19595287751639484
80,0.17801776332780608
81,0.17815413710849523
82,0.23154744398318006
83,0.2123316100893582
84,0.3932007157337737
85,0.13805510782368288
86,0.203264987998166
87,0.1467593881603574
88,0.16877604477791408
89,0.1013261161724167
90,0.038168492933080916
91,0.3271116279669405
92,0.2602443674324507
93,0.03188591400728616
94,0.28220284344102764
95,0.1385542756309772
96,0.03051649728345934
97,0.13351046200600436
98,0.1074045813436097
99,0.13790388896229605
100,0.11387505106706673
101,0.11055733724044327
102,0.20685199138619487
103,0.05484573217718819
104,0.05080134639287904
105,0.03486128053692853
106,0.461113181397431
107,0.1653582543573337
108,0.23726069428689636
109,0.20345990879604414
110,0.2064729723434385
111,0.19269237562887723
112,0.12476653774661954
113,0.16424721157170297
114,0.2767537523461026
115,0.38845351253831734
116,0.30552314860249
117,0.5507466586390963
118,0.20677475371242995
119,0.06556082585418137
120,0.3686626380026166
121,0.0958217172746397
122,0.21406724062392354
123,0.18739394688424138
124,0.16233804253717518
125,0.11056408845943617
126,0.07321377501075949
127,0.05648503637582403
128,0.1023427007736976
129,0.08023541675003217
130,0.1711477511329766
131,0.09346620662515817
132,0.2254651461473397
133,0.16453904220616733
134,0.39110081678094566
135,0.052886006902256005
136,0.33578115241101003
137,0.2087974150800925
138,0.1237881173826709
139,0.13883039193189714
140,0.19275434599374774
141,0.18870904355476606
142,0.10792910990591945
143,0.2610987968637405
144,0.20056275109842342
145,0.18962260168096062
146,0.14946199754845205
147,0.05402179340174959
148,0.19475794392267193
149,0.06701654345133089
150,0.2173248629543666
151,0.162113932233001
152,0.29275009820965625
153,0.17325434205421408
154,0.19702188412334876
155,0.18739206028240596
156,0.1708788463226922
157,0.12474366911761131
158,0.19975311523756137
159,0.17679901629638184
160,0.25684172213327533
161,0.3392610447732254
162,0.13439354084739633
163,0.21051397478135483
164,0.16638909464540638
165,0.13625027707913606
166,0.1597698976521981
167,0.1739457317715683
168,0.13744328599954078
169,0.03284908492394209
170,0.11274879178010407
171,0.22834475655158484
172,0.22479376237705334
173,0.1550922702930173
174,0.16893434936584562
175,0.3130216050343761
176,0.21031849353724785
177,0.3303463661685152
178,0.05476085974828389
179,0.09901067692081034
180,0.12165864769063228
181,0.2138364565499426
182,0.11730815441169756
183,0.1188692632426897
184,0.29497112238245166
185,0.26860966554888094
186,0.18767336556759087
187,0.1426806690615233
188,0.39025778490836777
189,0.08021920913717684
190,0.1838673962957506
191,0.17530657436312497
192,0.048521203817956896
193,0.22333473195373815
194,0.23599616536983528
195,0.09493863357567668
196,0.14007596149401463
197,0.16090090632375512
198,0.16828586042975072
199,0.1136394985109597
200,0.09883806256985339
201,0.0966752194869984
202,0.1966709697924205
203,0.31524548474610203
204,0.2016623079733376
205,0.04706975614655714
206,0.3181684092868933
207,0.28030490831441607
208,0.027247414679793677
209,0.050715526130824515
210,0.24988973555117905
211,0.20785713428837044
212,0.032399929491341926
213,0.18667967453544648
214,0.24050974530120545
215,0.14249947129872054
216,0.10447251225819806
217,0.12488765145869588
218,0.15107174182975602
219,0.2558442543215765
220,0.11701353309905824
221,0.5195350262091576
222,0.18895980169961263
223,0.16739899031915445
224,0.2022631854005638
225,0.16027913035917188
226,0.20974438190599218
227,0.16174773819315427
228,0.22579221260580293
229,0.16637762775997414
230,0.150433754999263
231,0.12232526332595615
232,0.18227575973566873
233,0.06486183658352429
234,0.08249459269232336
235,0.18177321299749263
236,0.050447561475358706
237,0.16801696100231564
238,0.06469588278161972
239,0.2519610359421696
240,0.025987648872137028
241,0.3048641805366685
242,0.058429504065644976
243,0.10018937695674437
244,0.1778184519610472
245,0.19269427008083265
246,0.3292525690671588
247,0.08143986773113898
248,0.32137740190898567
249,0.25842195175371296
250,0.12282495309018984
251,0.204595691205067
252,0.18240927717832095
253,0.3968121464293064
254,0.18762375551093602
255,0.19649643527413838
256,0.22537903911525076
257,0.050190067121115074
258,0.17444673649522152
259,0.08066552539721515
260,0.1801081265647551
261,0.047110773026806566
262,0.18389505404260492
263,0.20291536160505752
264,0.17117236260152868
265,0.10983828030469454
266,0.11726998896785924
267,0.49663146130165975
268,0.15416726853789067
269,0.20495973194845685
270,0.2504790805310606
271,0.18204498681480422
272,0.2374933827235241
273,0.1703295159636884
274,0.16506545209540435
275,0.04526167037095
276,0.040515401969279156
277,0.024627784924052515
278,0.10782036649694425
279,0.06737941525805681
280,0.22075891892172692
281,0.14710752116391043
282,0.10810837457943098
283,0.13292875450958389
284,0.032798544430959434
285,0.1717123040799221
286,0.9859667661541446
287,0.14950587731116524
288,0.33425266326393743
289,0.19214878476902023
290,0.201445825864805
291,0.19310815665881492
292,0.18449046653005272
293,0.2708039896296298
294,0.26228324197383684
295,0.09785296389215882
296,0.2090367834427591
297,0.11920494286422088
298,0.03378652892714679
299,0.19033688359737364
300,0.12749396718145214
301,0.11824081166816681
302,0.02374182650285173
303,0.20114732923608672
304,0.1652619017625971
305,0.1524430769579551
306,0.1721099774559945
307,0.3222852486143796
308,0.15133113649161373
309,0.16700801017365918
310,0.1267501329354048
311,0.06604050181985692
312,0.1503050188146168
313,0.27604806256943476
314,0.22485480291040327
315,0.18097689482596666
316,0.18108181595820178
317,0.1765615629650989
318,0.16280627518971474
319,0.268377946881575
320,0.3672388447295185
321,0.19779908671315635
322,0.1868093642291162
323,0.23380661079460907
324,0.23068575752136983
325,0.10676854061719639
326,0.13526516888808748
327,0.18377774341050593
328,0.53980650717988
329,0.14096793014025202
330,0.20920080983887845
331,0.3196293760531228
332,0.24727962511514326
333,0.048049158013469755
334,0.042111783282370065
335,0.03681337171739393
336,0.10160457354554273
337,0.14334059867383306
338,0.03157885432801727
339,0.14074669638551668
340,0.16779245166423618
341,0.06056471115647242
342,0.2122763124016138
343,0.18844771737198293
344,0.1516296093097906
345,0.03708000980817884
346,0.21679274760411918
347,0.17273172156098443
348,0.06804224597578652
349,0.2282259212092914
350,0.2354173121782039
351,0.32704676628468043
352,0.2043096022304163
353,0.14342070012003633
354,0.20230790898271844
355,0.2416235915683675
356,0.18579659088468312
357,0.15481666389023166
358,0.21860846544745668
359,0.1860779377536593
360,0.09330601666144323
361,0.1644312704669622
362,0.08173453988878748
363,0.16494338283861698
364,0.24185819599522118
365,0.154144358633696
366,0.14408443307324956
367,0.11835714082891259
368,0.11809681690782393
369,0.209915508940723
370,0.18709041834132198
371,0.23370076933784656
372,0.1653143417997471
373,0.3171689739974509
374,0.19916091471155967
375,0.19782582310498006
376,0.029980546557524367
377,0.1286364208399022
378,0.060961416277318846
379,0.17517021210948824
380,0.1898867559947754
381,0.43496440327049196
382,0.22900408518721602
383,0.18575750460616067
384,0.02776524550148821
385,0.28074949591426196
386,0.14594018767988762
387,0.35095890744369884
388,0.07372874575049553
389,0.18347735338218635
390,0.04401526101572381
391,0.1909109682915719
392,0.14524595928384285
393,0.15757460013215546
394,0.1841534777398891
395,0.19405416622701543
396,0.15975520021805154
397,0.22911661754913668
398,0.03117832704460966
399,0.3126849730602922
400,0.12752830261956768
401,0.19985325686971459
402,0.16988321652294264
403,0.16688212312510012
404,0.2247213010408426
405,0.07409588838838832
406,0.0994922530618885
407,0.10875782567039294
408,0.09503114396768682
409,0.21541950146746572
410,0.2576227987991323
411,0.09566530937999825
412,0.16766982146457013
413,0.041628290290579975
414,0.3132380943412301
415,0.11112568850956839
416,0.028226360812352455
417,0.16046127508762034
418,0.3262600305869274
419,0.20779133021701562
420,0.09568151092914547
421,0.19683019880253666
422,0.10102666105953248
423,0.15780251239744772
424,0.19735661770276144
425,0.17419939369851933
426,0.3122920943023008
427,0.09853289745214347
428,0.1902462740435727
429,0.23133954971792786
430,0.04130310333391993
431,0.04380736043079119
432,0.1643004835444525
433,0.25169591124747775
434,0.11075378245898766
435,0.2141482965230085
436,0.04972660846858034
437,0.02845758602345798
438,0.031076274833004663
439,0.2264683563003229
440,0.0786638207866201
441,0.12199051894664228
442,0.17900771074736305
443,0.15250314418345773
444,0.019990040341696505
445,0.18813970931941862
446,0.15633312512132605
447,0.3334790642348907
448,0.1050041702315454
449,0.1344517218548685
450,0.1713977713829567
451,0.25989253327384226
452,0.14070757758780336
453,0.05188849925654455
454,0.35169930972243524
455,0.11692477907751464
456,0.1719135195404839
457,0.15402039030261352
458,0.24508244323977538
459,0.13034726030006408
460,0.18706399075550884
461,0.17225016644678262
462,0.9093788989039941
463,0.08963927015615267
464,0.10926801608082275
465,0.10048500879261886
466,0.21268063403055387
467,0.14027940756823074
468,0.5533472481095594
469,0.15219688100133444
470,0.1485455561238816
471,0.033507107784262045
472,0.24757621487518652
473,0.14310503470120065
474,0.18403619486216358
475,0.1069802218422142
476,0.15729135846580802
477,0.18434229734969307
478,0.14998078672665657
479,0.25486806367313897
480,0.11181518473416825
481,0.28910052639072026
482,0.3502850504214115
483,0.11503657747718495
484,0.33360782462760435
485,0.033781736884064245
486,0.2059326996333223
487,0.09189176920426427
488,0.4390631342078481
489,0.3221631942347637
490,0.18740348715819205
491,0.10566133048336242
492,0.16391724848170372
493,0.2221025819341613
494,0.3574554624400801
495,0.025783590844434833
496,0.09966391130789469
